environment,algorithm,algorithm_id,horizon,seed,step,action,reward,instant_regret,cumulative_regret
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,1,0,1.0,0.49999999999999994,0.49999999999999994
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,2,1,1.0,0.0,0.49999999999999994
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,3,2,1.0,0.29999999999999993,0.7999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,4,0,0.0,0.49999999999999994,1.2999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,5,1,1.0,0.0,1.2999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,6,2,1.0,0.29999999999999993,1.5999999999999996
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,7,1,1.0,0.0,1.5999999999999996
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,8,2,1.0,0.29999999999999993,1.8999999999999995
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,9,1,1.0,0.0,1.8999999999999995
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,10,2,1.0,0.29999999999999993,2.1999999999999993
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,11,1,0.0,0.0,2.1999999999999993
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,12,2,0.0,0.29999999999999993,2.499999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,13,0,1.0,0.49999999999999994,2.999999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,14,0,1.0,0.49999999999999994,3.499999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,15,0,0.0,0.49999999999999994,3.999999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,16,1,1.0,0.0,3.999999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,17,2,1.0,0.29999999999999993,4.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,18,1,1.0,0.0,4.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,19,2,0.0,0.29999999999999993,4.599999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,20,1,1.0,0.0,4.599999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,21,1,1.0,0.0,4.599999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,22,1,1.0,0.0,4.599999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,23,0,0.0,0.49999999999999994,5.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,24,1,1.0,0.0,5.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,25,1,1.0,0.0,5.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,26,2,1.0,0.29999999999999993,5.399999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,27,1,0.0,0.0,5.399999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,28,2,0.0,0.29999999999999993,5.699999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,29,1,1.0,0.0,5.699999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,30,0,0.0,0.49999999999999994,6.199999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,31,1,0.0,0.0,6.199999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,32,2,0.0,0.29999999999999993,6.499999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,33,1,1.0,0.0,6.499999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,34,1,1.0,0.0,6.499999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,35,0,0.0,0.49999999999999994,6.999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,36,1,1.0,0.0,6.999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,37,1,1.0,0.0,6.999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,38,1,1.0,0.0,6.999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,39,1,1.0,0.0,6.999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,40,1,1.0,0.0,6.999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,41,1,0.0,0.0,6.999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,42,1,0.0,0.0,6.999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,43,2,1.0,0.29999999999999993,7.299999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,44,2,0.0,0.29999999999999993,7.599999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,45,2,1.0,0.29999999999999993,7.899999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,46,0,0.0,0.49999999999999994,8.399999999999997
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,47,2,0.0,0.29999999999999993,8.699999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,48,1,1.0,0.0,8.699999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,49,1,0.0,0.0,8.699999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,50,2,1.0,0.29999999999999993,8.999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,51,2,0.0,0.29999999999999993,9.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,52,1,1.0,0.0,9.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,53,1,1.0,0.0,9.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,54,0,0.0,0.49999999999999994,9.799999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,55,1,0.0,0.0,9.799999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,56,2,1.0,0.29999999999999993,10.1
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,57,2,0.0,0.29999999999999993,10.4
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,58,1,1.0,0.0,10.4
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,59,1,0.0,0.0,10.4
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,60,2,1.0,0.29999999999999993,10.700000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,61,0,1.0,0.0,10.700000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,62,0,1.0,0.0,10.700000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,63,0,0.0,0.0,10.700000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,64,2,0.0,0.4,11.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,65,0,0.0,0.0,11.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,66,0,1.0,0.0,11.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,67,0,1.0,0.0,11.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,68,0,0.0,0.0,11.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,69,1,0.0,0.6000000000000001,11.700000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,70,2,1.0,0.4,12.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,71,2,0.0,0.4,12.500000000000002
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,72,0,1.0,0.0,12.500000000000002
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,73,1,0.0,0.6000000000000001,13.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,74,0,1.0,0.0,13.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,75,0,1.0,0.0,13.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,76,0,1.0,0.0,13.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,77,0,1.0,0.0,13.100000000000001
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,0,78,2,1.0,0.4,13.500000000000002
