environment,algorithm,algorithm_id,horizon,seed,step,action,reward,instant_regret,cumulative_regret
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,1,0,0.0,0.49999999999999994,0.49999999999999994
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,2,1,1.0,0.0,0.49999999999999994
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,3,2,1.0,0.29999999999999993,0.7999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,4,1,1.0,0.0,0.7999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,5,2,0.0,0.29999999999999993,1.0999999999999996
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,6,1,0.0,0.0,1.0999999999999996
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,7,0,0.0,0.49999999999999994,1.5999999999999996
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,8,2,1.0,0.29999999999999993,1.8999999999999995
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,9,1,1.0,0.0,1.8999999999999995
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,10,2,0.0,0.29999999999999993,2.1999999999999993
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,11,1,1.0,0.0,2.1999999999999993
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,12,1,1.0,0.0,2.1999999999999993
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,13,1,0.0,0.0,2.1999999999999993
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,14,2,0.0,0.29999999999999993,2.499999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,15,0,0.0,0.49999999999999994,2.999999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,16,1,1.0,0.0,2.999999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,17,1,0.0,0.0,2.999999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,18,2,0.0,0.29999999999999993,3.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,19,1,1.0,0.0,3.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,20,1,1.0,0.0,3.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,21,1,0.0,0.0,3.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,22,0,0.0,0.49999999999999994,3.799999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,23,1,0.0,0.0,3.799999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,24,2,0.0,0.29999999999999993,4.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,25,1,1.0,0.0,4.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,26,1,1.0,0.0,4.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,27,1,1.0,0.0,4.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,28,1,1.0,0.0,4.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,29,1,0.0,0.0,4.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,30,0,0.0,0.49999999999999994,4.599999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,31,1,0.0,0.0,4.599999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,32,0,0.0,0.49999999999999994,5.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,33,2,1.0,0.29999999999999993,5.399999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,34,2,1.0,0.29999999999999993,5.699999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,35,2,1.0,0.29999999999999993,5.999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,36,2,0.0,0.29999999999999993,6.299999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,37,2,1.0,0.29999999999999993,6.599999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,38,2,1.0,0.29999999999999993,6.899999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,39,2,1.0,0.29999999999999993,7.1999999999999975
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,40,2,0.0,0.29999999999999993,7.499999999999997
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,41,2,0.0,0.29999999999999993,7.799999999999997
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,42,0,0.0,0.49999999999999994,8.299999999999997
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,43,1,1.0,0.0,8.299999999999997
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,44,1,1.0,0.0,8.299999999999997
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,45,1,0.0,0.0,8.299999999999997
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,46,2,1.0,0.29999999999999993,8.599999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,47,2,1.0,0.29999999999999993,8.899999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,48,1,0.0,0.0,8.899999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,49,2,1.0,0.29999999999999993,9.2
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,50,2,1.0,0.29999999999999993,9.5
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,51,2,0.0,0.29999999999999993,9.8
nonstationary_bernoulli,sliding_window_ucb,sw_w30,120,1,52,2,1.0,0.29999999999999993,10.100000000000001
